"Município";"2010";"Total"
"250400 CAMPINA GRANDE";326;326
"250430 CATOLE DO ROCHA";3;3
"250440 CONCEICAO";2;2
"250460 CONDE";1;1
"250480 COREMAS";1;1
"250490 CRUZ DO ESPIRITO SANTO";1;1
"250500 CUBATI";1;1
"250520 CUITEGI";1;1
"250560 DIAMANTE";1;1
"250600 ESPERANCA";1;1
"250630 GUARABIRA";11;11
"250640 GURINHEM";1;1
"250670 IMACULADA";1;1
"250690 ITABAIANA";2;2
"250700 ITAPORANGA";1;1
"250730 JACARAU";1;1
"250750 JOAO PESSOA";427;427
"250770 JUAZEIRINHO";2;2
"250830 LAGOA SECA";1;1
"250850 LIVRAMENTO";1;1
"250860 LUCENA";1;1
"250890 MAMANGUAPE";3;3
"250900 MANAIRA";2;2
"250905 MARCACAO";1;1
"250950 MONTADAS";1;1
"250970 MONTEIRO";3;3
"251010 NOVA FLORESTA";1;1
"251080 PATOS";69;69
"251120 PEDRAS DE FOGO";1;1
"251130 PIANCO";1;1
"251140 PICUI";4;4
"251170 PILOEZINHOS";1;1
"251190 PITIMBU";1;1
"251203 POCO DANTAS";1;1
"251210 POMBAL";3;3
"251230 PRINCESA ISABEL";3;3
"251240 PUXINANA";1;1
"251250 QUEIMADAS";1;1
"251270 REMIGIO";2;2
"251278 RIACHO DE SANTO ANTONIO";1;1
"251290 RIO TINTO";1;1
"251310 SALGADO DE SAO FELIX";1;1
"251315 SANTA CECILIA";2;2
"251340 SANTA LUZIA";1;1
"251360 SANTANA DOS GARROTES";1;1
"251370 SANTA RITA";8;8
"251390 SAO BENTO";2;2
"251420 SAO JOSE DA LAGOA TAPADA";1;1
"251450 SAO JOSE DE PIRANHAS";1;1
"251530 SAPE";1;1
"251600 SOLANEA";3;3
"251620 SOUSA";17;17
"251660 TAVARES";1;1
"251670 TEIXEIRA";2;2
"251690 UIRAUNA";1;1
"251700 UMBUZEIRO";1;1
"251710 VARZEA";1;1
"260005 ABREU E LIMA";4;4
"260010 AFOGADOS DA INGAZEIRA";19;19
"260020 AFRANIO";2;2
"260030 AGRESTINA";1;1
"260040 AGUA PRETA";1;1
"260050 AGUAS BELAS";11;11
"260070 ALIANCA";3;3
"260090 AMARAJI";1;1
"260105 ARACOIABA";1;1
"260110 ARARIPINA";39;39
"260120 ARCOVERDE";47;47
"260140 BARREIROS";2;2
"260160 BELEM DE SAO FRANCISCO";2;2
"260170 BELO JARDIM";8;8
"260180 BETANIA";2;2
"260190 BEZERROS";2;2
"260200 BODOCO";4;4
"260210 BOM CONSELHO";4;4
"260220 BOM JARDIM";3;3
"260230 BONITO";4;4
"260250 BREJINHO";1;1
"260260 BREJO DA MADRE DE DEUS";2;2
"260280 BUIQUE";9;9
"260290 CABO DE SANTO AGOSTINHO";15;15
"260300 CABROBO";1;1
"260310 CACHOEIRINHA";4;4
"260320 CAETES";1;1
"260345 CAMARAGIBE";4;4
"260350 CAMOCIM DE SAO FELIX";1;1
"260370 CANHOTINHO";1;1
"260380 CAPOEIRAS";3;3
"260392 CARNAUBEIRA DA PENHA";4;4
"260400 CARPINA";2;2
"260410 CARUARU";156;156
"260420 CATENDE";5;5
"260430 CEDRO";1;1
"260450 CHA GRANDE";1;1
"260470 CORRENTES";1;1
"260510 CUSTODIA";6;6
"260520 ESCADA";4;4
"260530 EXU";4;4
"260560 FLORES";1;1
"260570 FLORESTA";16;16
"260590 GAMELEIRA";1;1
"260600 GARANHUNS";60;60
"260620 GOIANA";11;11
"260640 GRAVATA";4;4
"260650 IATI";2;2
"260660 IBIMIRIM";10;10
"260670 IBIRAJUBA";2;2
"260680 IGARASSU";3;3
"260720 IPOJUCA";4;4
"260730 IPUBI";4;4
"260750 ITAIBA";4;4
"260770 ITAPETIM";3;3
"260780 ITAQUITINGA";3;3
"260790 JABOATAO DOS GUARARAPES";119;119
"260805 JATOBA";1;1
"260810 JOAO ALFREDO";2;2
"260820 JOAQUIM NABUCO";2;2
"260825 JUCATI";1;1
"260830 JUPI";1;1
"260840 JUREMA";2;2
"260850 LAGOA DE ITAENGA";1;1
"260860 LAGOA DO OURO";1;1
"260875 LAGOA GRANDE";3;3
"260880 LAJEDO";1;1
"260890 LIMOEIRO";10;10
"260900 MACAPARANA";4;4
"260910 MACHADOS";1;1
"260915 MANARI";4;4
"260920 MARAIAL";1;1
"260930 MIRANDIBA";2;2
"260940 MORENO";3;3
"260950 NAZARE DA MATA";1;1
"260960 OLINDA";17;17
"260970 OROBO";1;1
"260990 OURICURI";48;48
"261000 PALMARES";27;27
"261020 PANELAS";2;2
"261030 PARANATAMA";1;1
"261040 PARNAMIRIM";2;2
"261050 PASSIRA";1;1
"261060 PAUDALHO";5;5
"261070 PAULISTA";6;6
"261090 PESQUEIRA";6;6
"261100 PETROLANDIA";8;8
"261110 PETROLINA";256;256
"261130 POMBOS";1;1
"261150 QUIPAPA";2;2
"261160 RECIFE";1292;1292
"261180 RIBEIRAO";1;1
"261190 RIO FORMOSO";2;2
"261220 SALGUEIRO";41;41
"261230 SALOA";1;1
"261240 SANHARO";1;1
"261245 SANTA CRUZ";1;1
"261247 SANTA CRUZ DA BAIXA VERDE";1;1
"261250 SANTA CRUZ DO CAPIBARIBE";12;12
"261255 SANTA FILOMENA";3;3
"261260 SANTA MARIA DA BOA VISTA";3;3
"261270 SANTA MARIA DO CAMBUCA";3;3
"261280 SANTA TEREZINHA";1;1
"261290 SAO BENEDITO DO SUL";2;2
"261300 SAO BENTO DO UNA";3;3
"261310 SAO CAITANO";3;3
"261320 SAO JOAO";1;1
"261340 SAO JOSE DA COROA GRANDE";3;3
"261350 SAO JOSE DO BELMONTE";2;2
"261360 SAO JOSE DO EGITO";7;7
"261370 SAO LOURENCO DA MATA";4;4
"261390 SERRA TALHADA";40;40
"261400 SERRITA";2;2
"261410 SERTANIA";1;1
"261420 SIRINHAEM";5;5
"261430 MOREILANDIA";1;1
"261450 SURUBIM";4;4
"261460 TABIRA";4;4
"261480 TACARATU";5;5
"261485 TAMANDARE";1;1
"261510 TEREZINHA";1;1
"261530 TIMBAUBA";3;3
"261550 TRACUNHAEM";1;1
"261560 TRINDADE";7;7
"261570 TRIUNFO";1;1
"261580 TUPANATINGA";3;3
"261590 TUPARETAMA";2;2
"261600 VENTUROSA";1;1
"261620 VERTENTES";5;5
"261630 VICENCIA";2;2
"261640 VITORIA DE SANTO ANTAO";22;22
"261650 XEXEU";2;2
"270010 AGUA BRANCA";2;2
"270020 ANADIA";2;2
"270030 ARAPIRACA";156;156
"270040 ATALAIA";3;3
"270050 BARRA DE SANTO ANTONIO";1;1
"270060 BARRA DE SAO MIGUEL";1;1
"270070 BATALHA";5;5
"270100 BOCA DA MATA";2;2
"270110 BRANQUINHA";1;1
"270130 CAJUEIRO";2;2
"270135 CAMPESTRE";1;1
"270140 CAMPO ALEGRE";1;1
"270160 CANAPI";2;2
"270170 CAPELA";1;1
"270200 COITE DO NOIA";1;1
"270210 COLONIA LEOPOLDINA";2;2
"270230 CORURIPE";16;16
"270240 DELMIRO GOUVEIA";8;8
"270250 DOIS RIACHOS";3;3
"270260 FEIRA GRANDE";1;1
"270290 GIRAU DO PONCIANO";1;1
"270300 IBATEGUARA";2;2
"270310 IGACI";1;1
"270330 INHAPI";3;3
"270340 JACARE DOS HOMENS";1;1
"270380 JOAQUIM GOMES";1;1
"270400 JUNQUEIRO";1;1
"270410 LAGOA DA CANOA";1;1
"270420 LIMOEIRO DE ANADIA";1;1
"270430 MACEIO";651;651
"270440 MAJOR ISIDORO";1;1
"270450 MARAGOGI";4;4
"270460 MARAVILHA";1;1
"270470 MARECHAL DEODORO";2;2
"270480 MARIBONDO";2;2
"270500 MATA GRANDE";1;1
"270520 MESSIAS";1;1
"270550 MURICI";5;5
"270570 OLHO D'AGUA DAS FLORES";1;1
"270600 OLIVENCA";1;1
"270610 OURO BRANCO";1;1
"270630 PALMEIRA DOS INDIOS";45;45
"270640 PAO DE ACUCAR";4;4
"270642 PARICONHA";1;1
"270644 PARIPUEIRA";1;1
"270650 PASSO DE CAMARAGIBE";2;2
"270660 PAULO JACINTO";1;1
"270670 PENEDO";14;14
"270690 PILAR";3;3
"270700 PINDOBA";1;1
"270710 PIRANHAS";2;2
"270720 POCO DAS TRINCHEIRAS";1;1
"270730 PORTO CALVO";3;3
"270740 PORTO DE PEDRAS";1;1
"270760 QUEBRANGULO";1;1
"270770 RIO LARGO";1;1
"270790 SANTA LUZIA DO NORTE";1;1
"270800 SANTANA DO IPANEMA";8;8
"270810 SANTANA DO MUNDAU";1;1
"270830 SAO JOSE DA LAJE";1;1
"270840 SAO JOSE DA TAPERA";2;2
"270860 SAO MIGUEL DOS CAMPOS";18;18
"270880 SAO SEBASTIAO";2;2
"270895 SENADOR RUI PALMEIRA";2;2
"270915 TEOTONIO VILELA";5;5
"270920 TRAIPU";3;3
"270930 UNIAO DOS PALMARES";12;12
"270940 VICOSA";4;4
"280030 ARACAJU";542;542
"280067 BOQUIM";3;3
"280070 BREJO GRANDE";1;1
"280100 CAMPO DO BRITO";2;2
"280120 CANINDE DE SAO FRANCISCO";1;1
"280130 CAPELA";6;6
"280140 CARIRA";1;1
"280150 CARMOPOLIS";1;1
"280160 CEDRO DE SAO JOAO";1;1
"280210 ESTANCIA";14;14
"280280 INDIAROBA";3;3
"280290 ITABAIANA";31;31
"280300 ITABAIANINHA";1;1
"280320 ITAPORANGA D'AJUDA";2;2
"280340 JAPOATA";2;2
"280350 LAGARTO";6;6
"280360 LARANJEIRAS";3;3
"280440 NEOPOLIS";1;1
"280450 NOSSA SENHORA DA GLORIA";13;13
"280470 NOSSA SENHORA DE LOURDES";1;1
"280480 NOSSA SENHORA DO SOCORRO";5;5
"280540 POCO REDONDO";2;2
"280560 PORTO DA FOLHA";1;1
"280570 PROPRIA";2;2
"280630 SANTA LUZIA DO ITANHY";1;1
"280660 SANTO AMARO DAS BROTAS";1;1
"280670 SAO CRISTOVAO";6;6
"280690 SAO FRANCISCO";1;1
"280710 SIMAO DIAS";2;2
"280720 SIRIRI";1;1
"280740 TOBIAS BARRETO";3;3
"280750 TOMAR DO GERU";2;2
"280760 UMBAUBA";1;1
"290020 ABARE";2;2
"290030 ACAJUTIBA";2;2
"290035 ADUSTINA";1;1
"290050 ERICO CARDOSO";1;1
"290070 ALAGOINHAS";52;52
"290080 ALCOBACA";2;2
"290100 AMARGOSA";11;11
"290110 AMELIA RODRIGUES";1;1
"290120 ANAGE";1;1
"290160 ANTAS";13;13
"290200 ARACATU";3;3
"290210 ARACI";7;7
"290230 ARATUIPE";1;1
"290240 AURELINO LEAL";2;2
"290260 BAIXA GRANDE";3;3
"290265 BANZAE";1;1
"290270 BARRA";20;20
"290280 BARRA DA ESTIVA";15;15
"290290 BARRA DO CHOCA";10;10
"290300 BARRA DO MENDES";1;1
"290320 BARREIRAS";118;118
"290323 BARRO ALTO";2;2
"290327 BARROCAS";1;1
"290340 BELMONTE";1;1
"290350 BELO CAMPO";3;3
"290360 BIRITINGA";1;1
"290370 BOA NOVA";2;2
"290390 BOM JESUS DA LAPA";23;23
"290395 BOM JESUS DA SERRA";3;3
"290400 BONINAL";2;2
"290405 BONITO";5;5
"290410 BOQUIRA";3;3
"290460 BRUMADO";24;24
"290490 CACHOEIRA";2;2
"290500 CACULE";1;1
"290510 CAEM";1;1
"290520 CAETITE";10;10
"290530 CAFARNAUM";1;1
"290560 CAMACAN";5;5
"290570 CAMACARI";59;59
"290590 CAMPO ALEGRE DE LOURDES";3;3
"290600 CAMPO FORMOSO";15;15
"290610 CANAPOLIS";2;2
"290630 CANAVIEIRAS";2;2
"290650 CANDEIAS";10;10
"290660 CANDIBA";1;1
"290670 CANDIDO SALES";5;5
"290680 CANSANCAO";2;2
"290682 CANUDOS";1;1
"290687 CAPIM GROSSO";7;7
"290690 CARAVELAS";1;1
"290710 CARINHANHA";3;3
"290720 CASA NOVA";2;2
"290730 CASTRO ALVES";4;4
"290750 CATU";4;4
"290760 CENTRAL";2;2
"290770 CHORROCHO";1;1
"290780 CICERO DANTAS";6;6
"290790 CIPO";1;1
"290800 COARACI";1;1
"290820 CONCEICAO DA FEIRA";3;3
"290830 CONCEICAO DO ALMEIDA";1;1
"290840 CONCEICAO DO COITE";5;5
"290850 CONCEICAO DO JACUIPE";3;3
"290860 CONDE";2;2
"290870 CONDEUBA";4;4
"290890 CORACAO DE MARIA";3;3
"290930 CORRENTINA";7;7
"290960 CRISOPOLIS";3;3
"290970 CRISTOPOLIS";1;1
"290980 CRUZ DAS ALMAS";17;17
"290990 CURACA";2;2
"291000 DARIO MEIRA";1;1
"291005 DIAS D'AVILA";11;11
"291040 ENCRUZILHADA";4;4
"291050 ENTRE RIOS";5;5
"291060 ESPLANADA";10;10
"291070 EUCLIDES DA CUNHA";4;4
"291072 EUNAPOLIS";34;34
"291080 FEIRA DE SANTANA";332;332
"291085 FILADELFIA";1;1
"291100 FLORESTA AZUL";2;2
"291110 FORMOSA DO RIO PRETO";3;3
"291120 GANDU";4;4
"291130 GENTIO DO OURO";2;2
"291160 GOVERNADOR MANGABEIRA";1;1
"291170 GUANAMBI";61;61
"291180 GUARATINGA";5;5
"291190 IACU";8;8
"291200 IBIASSUCE";4;4
"291220 IBICOARA";2;2
"291240 IBIPEBA";1;1
"291250 IBIPITANGA";1;1
"291270 IBIRAPITANGA";2;2
"291290 IBIRATAIA";8;8
"291300 IBITIARA";2;2
"291320 IBOTIRAMA";19;19
"291340 IGAPORA";3;3
"291345 IGRAPIUNA";2;2
"291350 IGUAI";6;6
"291360 ILHEUS";71;71
"291370 INHAMBUPE";4;4
"291390 IPIAU";6;6
"291400 IPIRA";6;6
"291410 IPUPIARA";1;1
"291430 IRAMAIA";2;2
"291440 IRAQUARA";13;13
"291450 IRARA";2;2
"291460 IRECE";116;116
"291465 ITABELA";5;5
"291470 ITABERABA";20;20
"291480 ITABUNA";311;311
"291500 ITAETE";1;1
"291510 ITAGI";6;6
"291540 ITAJU DO COLONIA";1;1
"291550 ITAJUIPE";2;2
"291560 ITAMARAJU";22;22
"291570 ITAMARI";1;1
"291580 ITAMBE";13;13
"291600 ITANHEM";1;1
"291610 ITAPARICA";15;15
"291640 ITAPETINGA";24;24
"291650 ITAPICURU";3;3
"291660 ITAPITANGA";1;1
"291670 ITAQUARA";1;1
"291690 ITIRUCU";1;1
"291700 ITIUBA";1;1
"291710 ITORORO";3;3
"291720 ITUACU";1;1
"291730 ITUBERA";6;6
"291733 IUIU";2;2
"291735 JABORANDI";2;2
"291750 JACOBINA";50;50
"291760 JAGUAQUARA";16;16
"291800 JEQUIE";75;75
"291840 JUAZEIRO";63;63
"291850 JUSSARA";1;1
"291855 JUSSARI";2;2
"291880 LAJE";1;1
"291890 LAJEDAO";1;1
"291915 LAPAO";2;2
"291920 LAURO DE FREITAS";34;34
"291930 LENCOIS";5;5
"291950 LIVRAMENTO DE NOSSA SENHORA";11;11
"291955 LUIS EDUARDO MAGALHAES";9;9
"291960 MACAJUBA";4;4
"291970 MACARANI";6;6
"291980 MACAUBAS";12;12
"291990 MACURURE";2;2
"291992 MADRE DE DEUS";6;6
"292010 MAIRI";3;3
"292020 MALHADA";1;1
"292050 MARACAS";4;4
"292060 MARAGOGIPE";3;3
"292070 MARAU";1;1
"292080 MARCIONILIO SOUZA";2;2
"292100 MATA DE SAO JOAO";11;11
"292120 MIGUEL CALMON";6;6
"292130 MILAGRES";4;4
"292150 MONTE SANTO";11;11
"292160 MORPARA";1;1
"292170 MORRO DO CHAPEU";9;9
"292180 MORTUGABA";1;1
"292190 MUCUGE";6;6
"292200 MUCURI";6;6
"292205 MULUNGU DO MORRO";3;3
"292210 MUNDO NOVO";1;1
"292240 MUTUIPE";1;1
"292250 NAZARE";7;7
"292260 NILO PECANHA";2;2
"292270 NOVA CANAA";1;1
"292285 NOVA REDENCAO";1;1
"292290 NOVA SOURE";1;1
"292300 NOVA VICOSA";6;6
"292310 OLINDINA";2;2
"292340 PALMAS DE MONTE ALTO";5;5
"292360 PARAMIRIM";11;11
"292370 PARATINGA";6;6
"292390 PAU BRASIL";2;2
"292400 PAULO AFONSO";86;86
"292405 PE DE SERRA";2;2
"292420 PEDRO ALEXANDRE";1;1
"292430 PIATA";5;5
"292440 PILAO ARCADO";5;5
"292450 PINDAI";3;3
"292460 PINDOBACU";2;2
"292465 PINTADAS";1;1
"292480 PIRITIBA";2;2
"292490 PLANALTINO";1;1
"292500 PLANALTO";1;1
"292510 POCOES";4;4
"292520 POJUCA";14;14
"292530 PORTO SEGURO";56;56
"292540 POTIRAGUA";1;1
"292550 PRADO";1;1
"292575 PRESIDENTE TANCREDO NEVES";3;3
"292580 QUEIMADAS";1;1
"292590 QUIJINGUE";1;1
"292593 QUIXABEIRA";1;1
"292595 RAFAEL JAMBEIRO";2;2
"292600 REMANSO";15;15
"292620 RIACHAO DAS NEVES";2;2
"292630 RIACHAO DO JACUIPE";9;9
"292640 RIACHO DE SANTANA";2;2
"292660 RIBEIRA DO POMBAL";25;25
"292665 RIBEIRAO DO LARGO";3;3
"292670 RIO DE CONTAS";1;1
"292700 RIO REAL";6;6
"292720 RUY BARBOSA";12;12
"292730 SALINAS DA MARGARIDA";2;2
"292740 SALVADOR";1178;1178
"292750 SANTA BARBARA";4;4
"292780 SANTA CRUZ DA VITORIA";1;1
"292790 SANTA INES";1;1
"292800 SANTALUZ";6;6
"292805 SANTA LUZIA";3;3
"292810 SANTA MARIA DA VITORIA";4;4
"292820 SANTANA";4;4
"292840 SANTA RITA DE CASSIA";3;3
"292850 SANTA TERESINHA";1;1
"292860 SANTO AMARO";8;8
"292870 SANTO ANTONIO DE JESUS";54;54
"292880 SANTO ESTEVAO";2;2
"292890 SAO DESIDERIO";4;4
"292900 SAO FELIX";9;9
"292905 SAO FELIX DO CORIBE";2;2
"292920 SAO FRANCISCO DO CONDE";8;8
"292925 SAO GABRIEL";1;1
"292930 SAO GONCALO DOS CAMPOS";3;3
"292935 SAO JOSE DA VITORIA";3;3
"292937 SAO JOSE DO JACUIPE";2;2
"292940 SAO MIGUEL DAS MATAS";1;1
"292950 SAO SEBASTIAO DO PASSE";5;5
"292960 SAPEACU";4;4
"292970 SATIRO DIAS";3;3
"292975 SAUBARA";1;1
"292980 SAUDE";3;3
"292990 SEABRA";11;11
"293010 SENHOR DO BONFIM";30;30
"293015 SERRA DO RAMALHO";3;3
"293020 SENTO SE";4;4
"293030 SERRA DOURADA";1;1
"293040 SERRA PRETA";1;1
"293050 SERRINHA";13;13
"293060 SERROLANDIA";1;1
"293070 SIMOES FILHO";16;16
"293075 SITIO DO MATO";5;5
"293080 SOUTO SOARES";4;4
"293090 TABOCAS DO BREJO VELHO";1;1
"293100 TANHACU";1;1
"293105 TANQUE NOVO";2;2
"293120 TAPEROA";3;3
"293130 TAPIRAMUTA";2;2
"293135 TEIXEIRA DE FREITAS";73;73
"293140 TEODORO SAMPAIO";1;1
"293150 TEOFILANDIA";3;3
"293160 TEOLANDIA";4;4
"293170 TERRA NOVA";1;1
"293180 TREMEDAL";2;2
"293190 TUCANO";4;4
"293200 UAUA";1;1
"293210 UBAIRA";5;5
"293240 UIBAI";1;1
"293245 UMBURANAS";4;4
"293250 UNA";4;4
"293260 URANDI";1;1
"293280 UTINGA";2;2
"293290 VALENCA";50;50
"293300 VALENTE";2;2
"293310 VARZEA DO POCO";3;3
"293315 VARZEA NOVA";2;2
"293320 VERA CRUZ";3;3
"293330 VITORIA DA CONQUISTA";222;222
"293345 WANDERLEY";1;1
"293350 WENCESLAU GUIMARAES";1;1
"293360 XIQUE-XIQUE";4;4
"310020 ABAETE";3;3
"310030 ABRE CAMPO";7;7
"310070 AGUA COMPRIDA";1;1
"310090 AGUAS FORMOSAS";8;8
"310110 AIMORES";9;9
"310120 AIURUOCA";4;4
"310150 ALEM PARAIBA";13;13
"310160 ALFENAS";35;35
"310170 ALMENARA";15;15
"310190 ALPINOPOLIS";2;2
"310200 ALTEROSA";1;1
"310220 ALVARENGA";1;1
"310230 ALVINOPOLIS";1;1
"310260 ANDRADAS";2;2
"310270 CACHOEIRA DE PAJEU";1;1
"310300 ANTONIO DIAS";2;2
"310340 ARACUAI";6;6
"310350 ARAGUARI";25;25
"310400 ARAXA";4;4
"310420 ARCOS";3;3
"310430 AREADO";1;1
"310450 ARINOS";2;2
"310460 ASTOLFO DUTRA";1;1
"310470 ATALEIA";2;2
"310510 BAMBUI";4;4
"310540 BARAO DE COCAIS";3;3
"310560 BARBACENA";72;72
"310620 BELO HORIZONTE";838;838
"310630 BELO ORIENTE";4;4
"310640 BELO VALE";2;2
"310670 BETIM";74;74
"310680 BIAS FORTES";1;1
"310710 BOA ESPERANCA";7;7
"310730 BOCAIUVA";9;9
"310740 BOM DESPACHO";7;7
"310825 BONITO DE MINAS";1;1
"310830 BORDA DA MATA";1;1
"310850 BOTUMIRIM";2;2
"310860 BRASILIA DE MINAS";10;10
"310870 BRAS PIRES";1;1
"310900 BRUMADINHO";2;2
"310920 BUENOPOLIS";1;1
"310930 BURITIS";6;6
"310940 BURITIZEIRO";7;7
"310950 CABO VERDE";1;1
"311000 CAETE";3;3
"311050 CAMANDUCAIA";2;2
"311060 CAMBUI";2;2
"311070 CAMBUQUIRA";3;3
"311100 CAMPESTRE";3;3
"311110 CAMPINA VERDE";1;1
"311120 CAMPO BELO";7;7
"311130 CAMPO DO MEIO";2;2
"311150 CAMPOS ALTOS";3;3
"311210 CAPARAO";1;1
"311230 CAPELINHA";12;12
"311260 CAPINOPOLIS";2;2
"311300 CARAI";4;4
"311320 CARANDAI";2;2
"311330 CARANGOLA";18;18
"311340 CARATINGA";40;40
"311350 CARBONITA";1;1
"311360 CAREACU";1;1
"311370 CARLOS CHAGAS";4;4
"311390 CARMO DA CACHOEIRA";3;3
"311430 CARMO DO PARANAIBA";2;2
"311460 CARRANCAS";1;1
"311530 CATAGUASES";3;3
"311550 CAXAMBU";1;1
"311640 CLARAVAL";1;1
"311660 CLAUDIO";3;3
"311670 COIMBRA";1;1
"311680 COLUNA";2;2
"311730 CONCEICAO DAS ALAGOAS";2;2
"311800 CONGONHAS";1;1
"311830 CONSELHEIRO LAFAIETE";15;15
"311840 CONSELHEIRO PENA";1;1
"311860 CONTAGEM";49;49
"311880 CORACAO DE JESUS";4;4
"311910 CORINTO";2;2
"311930 COROMANDEL";1;1
"311940 CORONEL FABRICIANO";9;9
"311995 CORREGO FUNDO";1;1
"312040 CRISTIANO OTONI";1;1
"312080 CRUZILIA";2;2
"312083 CUPARAQUE";1;1
"312087 CURRAL DE DENTRO";1;1
"312090 CURVELO";21;21
"312160 DIAMANTINA";17;17
"312200 DIVINO";5;5
"312220 DIVINOLANDIA DE MINAS";1;1
"312230 DIVINOPOLIS";43;43
"312270 DOM SILVERIO";1;1
"312300 DORES DE CAMPOS";1;1
"312320 DORES DO INDAIA";6;6
"312360 ELOI MENDES";2;2
"312390 ENTRE RIOS DE MINAS";4;4
"312400 ERVALIA";2;2
"312410 ESMERALDAS";2;2
"312420 ESPERA FELIZ";2;2
"312430 ESPINOSA";4;4
"312470 ESTRELA DO INDAIA";1;1
"312480 ESTRELA DO SUL";1;1
"312510 EXTREMA";3;3
"312540 FELICIO DOS SANTOS";1;1
"312560 FELISBURGO";2;2
"312595 FERVEDOURO";1;1
"312610 FORMIGA";4;4
"312620 FORMOSO";1;1
"312660 FRANCISCO DUMONT";1;1
"312670 FRANCISCO SA";5;5
"312675 FRANCISCOPOLIS";1;1
"312690 FREI INOCENCIO";3;3
"312700 FRONTEIRA";1;1
"312710 FRUTAL";7;7
"312750 GONZAGA";1;1
"312770 GOVERNADOR VALADARES";86;86
"312780 GRAO MOGOL";2;2
"312800 GUANHAES";13;13
"312820 GUARACIABA";1;1
"312830 GUARANESIA";3;3
"312860 GUARDA-MOR";2;2
"312870 GUAXUPE";2;2
"312950 IBIA";2;2
"312980 IBIRITE";17;17
"313000 IBITURUNA";1;1
"313005 ICARAI DE MINAS";1;1
"313010 IGARAPE";1;1
"313080 INGAI";1;1
"313090 INHAPIM";1;1
"313120 IPANEMA";5;5
"313130 IPATINGA";96;96
"313160 IRAI DE MINAS";1;1
"313170 ITABIRA";24;24
"313190 ITABIRITO";8;8
"313210 ITACARAMBI";3;3
"313220 ITAGUARA";2;2
"313230 ITAIPE";1;1
"313240 ITAJUBA";32;32
"313250 ITAMARANDIBA";6;6
"313270 ITAMBACURI";6;6
"313300 ITAMONTE";1;1
"313310 ITANHANDU";2;2
"313330 ITAOBIM";6;6
"313350 ITAPECERICA";2;2
"313360 ITAPEVA";1;1
"313380 ITAUNA";15;15
"313420 ITUIUTABA";7;7
"313440 ITURAMA";3;3
"313470 JACINTO";3;3
"313490 JACUTINGA";2;2
"313505 JAIBA";2;2
"313507 JAMPRUCA";2;2
"313510 JANAUBA";30;30
"313520 JANUARIA";21;21
"313550 JEQUERI";2;2
"313600 JOAIMA";2;2
"313620 JOAO MONLEVADE";17;17
"313630 JOAO PINHEIRO";5;5
"313650 JORDANIA";1;1
"313657 JOSENOPOLIS";1;1
"313660 NOVA UNIAO";1;1
"313665 JUATUBA";1;1
"313670 JUIZ DE FORA";176;176
"313700 LADAINHA";1;1
"313720 LAGOA DA PRATA";6;6
"313750 LAGOA FORMOSA";1;1
"313760 LAGOA SANTA";2;2
"313770 LAJINHA";6;6
"313780 LAMBARI";1;1
"313820 LAVRAS";21;21
"313840 LEOPOLDINA";7;7
"313860 LIMA DUARTE";1;1
"313862 LIMEIRA DO OESTE";3;3
"313880 LUZ";6;6
"313890 MACHACALIS";8;8
"313900 MACHADO";7;7
"313920 MALACACHETA";5;5
"313930 MANGA";7;7
"313940 MANHUACU";26;26
"313950 MANHUMIRIM";5;5
"313960 MANTENA";7;7
"313970 MARAVILHAS";2;2
"313980 MAR DE ESPANHA";3;3
"314000 MARIANA";8;8
"314015 MARIO CAMPOS";2;2
"314060 MATERLANDIA";1;1
"314070 MATEUS LEME";3;3
"314090 MATIPO";3;3
"314110 MATOZINHOS";1;1
"314150 MENDES PIMENTEL";1;1
"314160 MERCES";1;1
"314180 MINAS NOVAS";8;8
"314200 MIRABELA";4;4
"314220 MIRAI";1;1
"314240 MOEMA";2;2
"314270 MONTALVANIA";6;6
"314290 MONTE AZUL";4;4
"314300 MONTE BELO";1;1
"314310 MONTE CARMELO";5;5
"314320 MONTE SANTO DE MINAS";1;1
"314330 MONTES CLAROS";157;157
"314390 MURIAE";25;25
"314400 MUTUM";2;2
"314410 MUZAMBINHO";1;1
"314430 NANUQUE";5;5
"314440 NATERCIA";1;1
"314470 NOVA ERA";1;1
"314480 NOVA LIMA";103;103
"314520 NOVA SERRANA";14;14
"314530 NOVO CRUZEIRO";9;9
"314560 OLIVEIRA";5;5
"314590 OURO BRANCO";3;3
"314600 OURO FINO";1;1
"314610 OURO PRETO";6;6
"314630 PADRE PARAISO";3;3
"314650 PAINS";1;1
"314655 PAI PEDRO";1;1
"314700 PARACATU";9;9
"314710 PARA DE MINAS";11;11
"314720 PARAGUACU";1;1
"314730 PARAISOPOLIS";2;2
"314740 PARAOPEBA";1;1
"314760 PASSA QUATRO";4;4
"314790 PASSOS";35;35
"314800 PATOS DE MINAS";67;67
"314810 PATROCINIO";6;6
"314830 PAULA CANDIDO";1;1
"314850 PAVAO";1;1
"314860 PECANHA";6;6
"314870 PEDRA AZUL";11;11
"314880 PEDRA DO ANTA";2;2
"314910 PEDRALVA";2;2
"314920 PEDRINOPOLIS";1;1
"314930 PEDRO LEOPOLDO";7;7
"314980 PERDIZES";1;1
"314990 PERDOES";1;1
"315015 PIEDADE DE CARATINGA";1;1
"315040 PIEDADE DOS GERAIS";1;1
"315060 PIRACEMA";1;1
"315080 PIRANGA";2;2
